gene	symbol	TV_pcor_estimate	TV_pcor_p.adj	TV_aov_cell_p.adj	TV_aov_infection_p.adj	TV_aov_infection_mean_logFC	TV_aov_cell.infection_p.adj	DMelNV_pcor_estimate	DMelNV_pcor_p.adj	DMelNV_aov_cell_p.adj	DMelNV_aov_infection_p.adj	DMelNV_aov_infection_mean_logFC	DMelNV_aov_cell.infection_p.adj
Dmel_CG31712	CG31712	-0.0317252117772723	1	0.00000000646360236806504	1	NA	0.107464147129524	-0.0250822817048285	1	0.00000169995424602983	1	NA	1
Dmel_CG4651	RpL13	-0.00999428630139493	1	2.84042267060484e-254	1	NA	1	-0.505603920341379	0.577989786200428	1.05701537516734e-233	0.0500628267337844	NA	1
Dmel_CG4747	Ndf	-0.0466186809363825	1	0.0520036381079165	1	NA	1	-0.0407347488938548	1	1	1	NA	1
Dmel_CG4758	Trp1	0.0226969179657884	1	0.00000000000987970272573592	1	NA	1	-0.0106656146705231	1	0.00000322823240948197	1	NA	1
Dmel_CG4897	RpL7	-0.00295614514871958	1	6.71086535419048e-294	1	NA	1	-0.475995427520295	1	4.63545027651749e-274	0.000000960342753708019	-0.273022367958414	0.318710730192007
Dmel_CG34159	CG34159	-0.0331293555724768	1	0.0432671226390815	1	NA	1	-0.207570935615392	1	1	1	NA	1
Dmel_CG4904	Prosalpha6	-0.031844954401524	1	0.00000000000000000000000706755148781076	1	NA	1	-0.238321311935445	1	0.0000000000000000000167042983770051	1	NA	1
Dmel_CG5708	CG5708	0.0260154194510413	1	1	1	NA	1	-0.164347128090882	1	1	1	NA	1
Dmel_CG4912	eEF1delta	-0.0315958173339936	1	0.00000000000000000000000000000000741863743764307	1	NA	1	-0.0872376585859196	1	0.000000000000000000000000000105746471354735	1	NA	1
Dmel_CG5680	bsk	0.0265817935437046	1	0.000000000664956446788423	1	NA	1	0.2325403133937	1	0.000000102750602424525	1	NA	1
Dmel_CG5676	CG5676	-0.0292865837232975	1	0.0000000000000000000000000000000000000000000000000000000000000183738154683684	1	NA	1	0.00915375143844985	1	0.00000000000000000000000000000000000000000000000142243319319606	1	NA	1
Dmel_CG5655	Rsf1	-0.0294699832931224	1	0.000000000000000000000000000000000000000000000000372949410806957	1	NA	1	-0.487962271843596	0.982920440911462	0.0000000000000000000000000000000000000000000000271985243999679	0.474383913380783	NA	1
Dmel_CG18619	REPTOR-BP	0.0208380379755538	1	0.000000000000000000000000000000225262101598307	1	NA	1	-0.36918590111814	1	0.00000000000000000000000000047648358543092	1	NA	1
Dmel_CG5395	nmd	-0.075779153903633	1	0.00000164317521820965	1	NA	1	-0.000277302935380999	1	0.00000398925840685465	1	NA	1
Dmel_CG5384	Usp14	-0.0281490384179007	1	0.00000000000000340207290201043	1	NA	1	0.107176381390966	1	0.000000000000773105972062612	1	NA	1
Dmel_CG31715	CG31715	0.0182735874528734	1	0.000000000000000000000251245508629911	1	NA	1	0.0561008279777794	1	0.0000000000000000732678772150676	1	NA	1
Dmel_CG5045	CG5045	-0.0749487324136203	1	0.00521665234192659	1	NA	1	-0.42410514668655	1	0.00046535650614884	1	NA	1
Dmel_CG33303	CG33303	-0.13415660018434	0.278338510421348	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000291583678806726	1	NA	1	0.235003534523047	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000118754649123907	1	NA	1
Dmel_CG5091	gny	0.0318274173219596	1	0.0000324904709904005	1	NA	1	-0.0723375931176554	1	0.00356086676168929	1	NA	1
Dmel_CG5096	CG5096	-0.0352535921457038	1	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000729387119733653	1	NA	1	-0.163145760751874	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000467106534917182	1	NA	1
Dmel_CG5108	mRpS7	0.0230747447165443	1	0.000000000268993706781745	1	NA	1	0.0536313855265907	1	0.000000000013316363519848	1	NA	1
Dmel_CG5362	Mdh1	0.0176070184317149	1	0.0000000000000000000000000000000000000000000000000000295278374629268	1	NA	1	-0.33866829655968	1	0.000000000000000000000000000000000000000349939701836008	1	NA	1
Dmel_CG5271	RpS27A	0.0414457902350739	1	0	1	NA	1	-0.486975876149077	1	1.60437098565151e-283	0.00000365311956879501	-0.312898467222743	0.441047802412227
Dmel_CG5277	Ip259	-0.0132561538595024	1	0.0000000000000000000000000000000000000000000000685669749195398	1	NA	1	-0.0372548733151969	1	0.0000000000000000000000000000000000000000000112880401112327	0.0721477508469608	NA	1
Dmel_CG5355	CG5355	-0.00968891372823417	1	0.0000329469720965117	0.417921455749367	NA	1	-0.0923195743343324	1	0.000868712194127476	1	NA	1
Dmel_CG5352	SmB	-0.0422635211389049	1	0.0000000000032436877966946	1	NA	1	0.206460538682829	1	0.00000000000408926492553222	1	NA	1
Dmel_CG5183	KdelR	-0.0949944991752189	1	0.00000000000000000000000000000165334074835311	1	NA	1	0.327186584859663	1	0.000000000000000000000000000188596546010848	1	NA	1
Dmel_CG6094	CG6094	-0.0533855241713022	1	0.0000000047409747749449	1	NA	1	-0.28374729225467	1	0.000000000859547378953987	1	NA	1
Dmel_CG6750	EMC3	-0.0942555794808241	1	0.00000000000000250605230788765	1	NA	1	-0.399925282602227	1	0.00000000016773296494129	1	NA	1
Dmel_CG6444	Dpy-30L1	-0.0286471233429796	1	1	1	NA	1	-0.158568978542353	1	1	1	NA	1
Dmel_CG6720	Ubc2	-0.0191074323603368	1	0.619342654225826	0.672591780855123	NA	1	0.321169494736551	1	0.0772402590154506	1	NA	1
Dmel_CG6700	CG6700	0.0352362156025222	1	1	1	NA	1	-0.239521134289899	1	1	1	NA	1
Dmel_CG6647	porin	-0.0611686520330771	1	0	1	NA	1	-0.26424610356869	1	0	0.0492093294065453	-0.244796183256045	1
Dmel_CG33129	CG33129	-0.0439092679727684	1	0.0000000000000000000000000000000000000568340273070695	1	NA	1	0.124178573142264	1	0.0000000000000000000000000000000439350881987969	1	NA	1
Dmel_CG6105	ATPsynG	-0.0207946598309167	1	3.02173673621101e-202	1	NA	1	-0.58257713645709	0.0391976252811356	4.84914558274302e-169	0.00739218355371079	-0.247820593427612	1
Dmel_CG6141	RpL9	0.0369050929329252	1	4.43962868625922e-117	1	NA	1	-0.540312715708255	0.186191484661329	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138107584006583	0.0177487755524542	-0.285746539517586	1
Dmel_CG4584	dUTPase	-0.0068478664949363	1	0.0000000000000000000000163313588049311	1	NA	1	-0.138454869923209	1	0.0000000000000000000310917405995225	1	NA	1
Dmel_CG14919	AstC	-0.0899671539920361	1	0	0.000000719621323141974	0.346615292263164	0.0000198139178641524	-0.287125533129382	1	0	1	NA	0.000283133799488363
Dmel_CG14938	crol	-0.0132174616428453	1	0.000000000460601513838214	1	NA	1	0.250253537222643	1	0.00000283108219017097	1	NA	1
Dmel_CG44008	CG44008	-0.0666805898431516	1	0	0.0200007350945404	0.285113465243211	0.0135306443216855	-0.548954724984167	0.137701321970999	0	1	NA	0.0000174261073289998
Dmel_CG12264	Nfs1	-0.0555090431343097	1	0.000000000000000000000000000000000000000953895877897175	1	NA	1	-0.0585178322641239	1	0.00000000000000000000000000448559221865417	1	NA	1
Dmel_CG6770	CG6770	0.0510531505428792	1	0.0000000000000000000000000000000000000000000000000457982764234121	1	NA	1	-0.354126871077064	1	0.0000000000000000000000000000000000224029243497142	0.579272096569793	NA	1
Dmel_CG5325	Pex19	0.0186906720192617	1	0.000000000000000000000986601895776636	1	NA	1	-0.170236322277794	1	0.000000000000000209659611698812	1	NA	1
Dmel_CG6601	Rab6	-0.0599725412214206	1	0.00000000000000000000000000000000000000000000000000000000000000000170661711406749	0.162805624652264	NA	1	0.222581082130841	1	0.000000000000000000000000000000000000000000000000000000000000000030287474157682	1	NA	1
Dmel_CG43065	bru2	-0.011225491458023	1	2.53053956145741e-167	1	NA	1	-0.195164435104594	1	1.22723071026158e-145	1	NA	1
Dmel_CG5446	CG5446	-0.017847662736835	1	2.70715652212498e-108	1	NA	1	-0.285254920549627	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000677043768991156	1	NA	1
Dmel_CG42281	bun	-0.00575494205176692	1	5.7509351829596e-123	1	NA	1	0.274984969312544	1	1.31820457042727e-113	1	NA	1
Dmel_CG5525	CCT4	-0.0372354379875809	1	0.00000000000000000000000000000000171593504796174	1	NA	1	0.366342601494012	1	0.0000000000000000000000000000000000645579241481144	1	NA	1
Dmel_CG12292	spict	-0.0206376695419594	1	0.0000000000000000000000000000000000000000000000000000000000000000072464211090457	1	NA	1	0.205757597481627	1	0.0000000000000000000000000000000000000000000000000000000000000000145129609788918	0.567130943868561	NA	1
Dmel_CG6180	CG6180	-0.0530931597258285	1	0.00000000000000000000158426048878942	1	NA	1	-0.169416788479625	1	0.00000000000000000000522774374582069	1	NA	1
Dmel_CG5216	Sirt1	0.0208076915374035	1	0.00303563591683505	1	NA	1	-0.167601972157168	1	0.00107733644406124	1	NA	1
Dmel_CG5547	Pect	-0.0448978662547202	1	0.000000000000000000000000000000000000000000191304774209097	1	NA	1	-0.00100701610972374	1	0.00000000000000000000000000000000000000000000000355299042291018	1	NA	0.00426937355827184
Dmel_CG6523	CG6523	-0.0604303010924294	1	0.00476620667845284	1	NA	1	0.0208876307711273	1	0.130935206818236	1	NA	1
Dmel_CG9306	ND-B22	-0.0372766433976657	1	0.0000000000000000000000000000000000000000000000000385700578635151	1	NA	1	-0.338313793004367	1	0.00000000000000000000000000000000000000000000000464058338552125	1	NA	1
Dmel_CG9282	RpL24	0.0413049763068772	1	1.0288398775582e-288	1	NA	1	-0.591111827228543	0.0278585666875916	5.32309944236266e-261	0.00000224198098795441	-0.238069601108421	1
Dmel_CG9267	Hacd2	0.03790893902795	1	0.00000111084759320711	1	NA	1	-0.109468796445997	1	0.00000186505657857855	1	NA	1
Dmel_CG9031	ics	-0.0244211228963389	1	0.0000000000000000141879938129245	1	NA	1	0.0139387364051419	1	0.00000000000008263302381214	1	NA	1
Dmel_CG8978	Arpc1	0.00847474542753007	1	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000380384437896065	0.0154301358539204	-0.118549505337419	1	0.195552299633124	1	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000302502490550909	0.209409005492824	NA	1
Dmel_CG4212	Rab14	-0.0648975652580386	1	0.00378043244434723	1	NA	1	-0.291471015633345	1	1	1	NA	1
Dmel_CG4170	vig	-0.0405728310024732	1	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000190113591957074	1	NA	1	-0.212465157081481	1	0.0000000000000000000000000000000000000000000000000000000000000000000390342784744247	1	NA	1
Dmel_CG4162	lace	-0.0443754561873668	1	0.00000000000000000000000000000000012706558764547	1	NA	1	0.203749392315714	1	0.0000000000000000000000000000000921404493393903	1	NA	1
Dmel_CG13240	ND-B17	-0.0995695331013897	1	0.000000000000000000000000369329772765943	1	NA	1	-0.263094391965088	1	0.000000000000000000000127490112054925	1	NA	1
Dmel_CG7664	crp	-0.0321257535308797	1	0.00101382497424261	1	NA	1	-0.183278902767744	1	0.56117197147224	1	NA	1
Dmel_CG5861	CG5861	0.0278292493315418	1	0.00000000695303617499388	1	NA	1	-0.126708759951954	1	0.0000000666253797614264	1	NA	1
Dmel_CG5848	cact	-0.0409822971929182	1	9.09048085711291e-118	1	NA	1	-0.0746869075153956	1	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000710943625987115	1	NA	1
Dmel_CG5818	mRpL4	-0.0129229515912638	1	0.000000000471720458525541	1	NA	1	-0.151671283062825	1	0.0000710444251441619	1	NA	1
Dmel_CG5809	CaBP1	-0.0337003629165764	1	0.00000000000000000000000277528909276502	1	NA	1	0.583985993952357	0.0370737455275543	0.00000000000000000000679622860634212	1	NA	0.950628613760583
Dmel_CG4599	Tpr2	-0.0430130456540981	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000264504121091937	1	NA	1	-0.0805598370271333	1	0.000000000000000000000000000000000000000000000000124861237433388	1	NA	1
Dmel_CG42389	mtgo	0.0167145805499803	1	1.28958905765853e-209	1	NA	1	-0.363533027943535	1	2.23958933036766e-184	1	NA	1
Dmel_CG17903	Cyt-c-p	0.00344805723598864	1	2.27183418429328e-164	1	NA	1	-0.244853241619092	1	4.75998109466969e-150	1	NA	1
Dmel_CG17332	VhaSFD	-0.0109166049688559	1	0.0000000000103652993471776	1	NA	1	-0.123042112642931	1	0.000000001175682458947	1	NA	1
Dmel_CG17996	CG17996	0.0192068398180693	1	0.000106444286817348	1	NA	1	0.132143495950472	1	0.157115267313334	1	NA	1
Dmel_CG17331	Prosbeta4	-0.0339063777594531	1	0.0000000000000000000000000000000000000000000000000000000000000000000000202853920556598	1	NA	1	-0.0866201702246898	1	0.00000000000000000000000000000000000000000000000000000000000134476205950342	1	NA	1
Dmel_CG17904	CG17904	-0.0592884553664343	1	0.00000649432798034971	1	NA	1	0.181810585437567	1	0.00608498726211606	1	NA	1
Dmel_CG17912	BuGZ	-0.0538847510638382	1	1	1	NA	1	-0.152437930612475	1	1	1	NA	1
Dmel_CG6115	CG6115	-0.0697221841432417	1	1.77607412881924e-224	1	NA	1	-0.038072677987485	1	2.44753574696401e-200	1	NA	1
Dmel_CG6291	ApepP	-0.0533532548236576	1	0.00000000000000000000000000000000000000000232880149934102	1	NA	1	-0.0211315778073566	1	0.000000000000000000033349051443417	1	NA	1
Dmel_CG5020	CLIP-190	-0.0367528388048947	1	0.0000000000000000100055396275913	1	NA	1	-0.00783991411085785	1	0.000000000046609136771012	1	NA	1
Dmel_CG6840	Rpb11	-0.0805356026637007	1	0.00000000000131294905760723	1	NA	1	-0.098908195642629	1	0.00000000101464533901068	1	NA	1
Dmel_CG6605	BicD	-0.0315499017990949	1	0.00000000000000000000000000142895407620874	1	NA	1	-0.107897946498497	1	0.0000000000000000000000107546736006347	1	NA	1
Dmel_CG5094	Sgt	-0.0105298890650051	1	0.00000869527979182729	1	NA	1	0.153098437967628	1	0.0492589156167393	1	NA	1
Dmel_CG6582	cass	-0.0449121116706472	1	0.00000000000000000000432289739968817	1	NA	1	-0.213220571774402	1	0.0000000000000202789358001256	1	NA	1
Dmel_CG5110	CG5110	-0.0731202392553125	1	0.00000000671846988500687	1	NA	1	-0.332336001519212	1	0.000407143729642537	1	NA	1
Dmel_CG6453	GCS2beta	-0.0981938962972709	1	0.0000000000000231430966855555	1	NA	1	-0.0340363354990218	1	0.0000000000152238174708018	1	NA	1
Dmel_CG5559	Sytalpha	-0.0417624130290037	1	3.73656256945662e-274	1	NA	1	-0.150805722544339	1	5.34634458806052e-214	1	NA	1
Dmel_CG15154	Socs36E	0.0277604549615666	1	0.00000000000000000000000000000000000000000000000000000000000573207273888059	0.579999478411331	NA	0.180885299328379	0.530630165195658	0.258573765314215	0.0000000000000000000000000000000000000000000000000000000000000000000147327024641049	0.000000000525406623602321	0.331901461976081	0.127825518405551
Dmel_CG10305	RpS26	0.0285753068836597	1	1.18267898285538e-230	1	NA	1	-0.582823789749557	0.0388179200474574	6.54969584641671e-208	0.00000000771154180155593	-0.281879289964883	1
Dmel_CG12750	ncm	0.00608787691415532	1	1	1	NA	1	0.486355677006588	1	1	1	NA	1
Dmel_CG34341	Pde11	0.0211198900116729	1	0.000000000000000000000000000000000000000000000000000000000000000000000000222514309606737	1	NA	1	-0.128634554169055	1	0.0000000000000000000000000000000000000000000000000000000000000000000000103164728966564	1	NA	1
Dmel_CG10373	Jwa	-0.0485162361946821	1	0.0000000000000000000000000441215956069778	1	NA	1	-0.196405728115116	1	0.0000000000000000000416822746098397	1	NA	1
Dmel_CG10602	CG10602	-0.0611687084455003	1	3.68514884812177e-239	1	NA	1	-0.239881448566717	1	1.51036950618566e-192	1	NA	1
Dmel_CG10679	Nedd8	0.0191615719459316	1	0.000000646782891835957	1	NA	1	-0.271065386948148	1	0.00107638350826743	1	NA	1
Dmel_CG15168	CG15168	0.000555744713956592	1	0.000000000000000000000000000000000000000000000000013839936126995	1	NA	1	-0.250088761500683	1	0.0000000000000000000000000000000000000000000000000422309678241683	1	NA	1
Dmel_CG10652	RpL30	-0.00633962633221922	1	1.11946517327923e-211	1	NA	1	-0.532692450333626	0.241306191830114	1.81030462982897e-201	0.562420204326979	NA	1
Dmel_CG10470	CG10470	0.0247365753527581	1	0.00000000000000000000000000000180229006528907	1	NA	1	-0.101039564611764	1	0.0000000000000000000000147296707354843	1	NA	1
Dmel_CG42641	Rpn3	-0.0109673952300418	1	0.00000000000000000131457546099408	1	NA	1	-0.0964217332061363	1	0.000000000000000130880490804471	1	NA	1
Dmel_CG10691	l(2)37Cc	0.0173044608891197	1	0.00000000000396669083428712	1	NA	1	0.235207808978111	1	0.00000000159202361944499	1	NA	1
Dmel_CG10687	AsnRS	-0.0853129385805449	1	0.000000000000055241509386424	1	NA	1	0.144464977855891	1	0.000000000000868139596259467	1	NA	1
Dmel_CG17347	DCTN6-p27	-0.00361254832040603	1	0.0212636484690876	1	NA	1	0.0783009088769895	1	0.185039930081742	1	NA	1
Dmel_CG10719	brat	0.0119500749159994	1	0.00000000000000000000000000000397623999896085	1	NA	1	0.247638643311685	1	0.0000000000000000000000439492909946466	1	NA	1
Dmel_CG13086	CG13086	-0.0077783318163154	1	4.83782858395972e-202	1	NA	1	-0.651811650934237	0.00180231292143777	1.31118294428334e-181	0.00744870165073938	-0.307346054126308	1
Dmel_CG10084	swm	-0.0670109942820147	1	0.820699175585456	1	NA	1	0.157600450695943	1	0.112035188700316	1	NA	1
Dmel_CG10166	CG10166	0.0217683072900525	1	0.000000000000000000167649064810391	1	NA	1	0.302018735895679	1	0.0000000000000999064198968287	1	NA	1
Dmel_CG10165	CG10165	-0.0107124007548856	1	5.30267899074964e-169	1	NA	1	-0.529882252765821	0.265107747694335	1.70228590667488e-144	1	NA	1
Dmel_CG10360	ref(2)P	0.0136069498145881	1	7.58538781821613e-150	1	NA	1	0.462622587199404	1	1.71164042852675e-137	1	NA	1
Dmel_CG10443	Lar	-0.0559932050731939	1	1	1	NA	1	-0.335633257862896	1	1	1	NA	1
Dmel_CG10664	COX4	-0.0587895834171765	1	7.06294077086338e-183	1	NA	1	-0.489045973126338	0.952154902628863	2.06054394749234e-149	1	NA	1
Dmel_CG16784	pr	-0.0384041390642239	1	0.00000000000000000000290813210351656	1	NA	1	-0.0768177517757263	1	0.00000000000000000000474229779411209	1	NA	1
Dmel_CG43690	fok	0.0290452087053927	1	2.50555497704649e-204	1	NA	1	-0.161181731135028	1	4.12259719069182e-169	1	NA	1
Dmel_CG10922	La	-0.0732094144066601	1	0.000000000000000937107470634555	1	NA	1	0.255988557187333	1	0.0000000000000027467034014994	1	NA	1
Dmel_CG10954	Arpc2	-0.116898672013002	1	0.00000000000000000000000000000000018137207836763	1	NA	1	0.115377051970996	1	0.000000000000000000000000038667403486782	1	NA	1
Dmel_CG9318	TM9SF2	0.0263651287148869	1	0.00000000000000000037514857685612	1	NA	1	-0.0763570679433378	1	0.000000000000303543765419434	1	NA	1
Dmel_CG2637	Fs(2)Ket	-0.0326704488767239	1	0.00000000000000000000000000000000000000000000000000277368118978375	1	NA	1	-0.252151150996765	1	0.00000000000000000000000000000000258724810893427	1	NA	1
Dmel_CG9324	Pomp	-0.0845043056409809	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115372137069836	1	NA	1	-0.454906343696576	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000084751873333429	1	NA	1
Dmel_CG9331	CG9331	-0.0982075679142105	1	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000086863950013453	1	NA	1	-0.177902263741918	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000653525223357302	1	NA	1
Dmel_CG9339	sky	-0.00891386185244387	1	0.000000000000000000000512863641840458	1	NA	1	-0.222201972687652	1	0.00000000000173695957128407	1	NA	1
Dmel_CG9242	bur	-0.0100569621592873	1	1	1	NA	1	0.160707813540657	1	1	1	NA	1
Dmel_CG8674	l(2)k14505	-0.0025399465134078	1	0.000751807483533584	1	NA	1	-0.303299838315913	1	0.227297867182599	1	NA	1
Dmel_CG8671	CG8671	-0.0389612880624908	1	0.00000000000429358302857513	1	NA	1	-0.287901746644227	1	0.000000000132331447720364	1	NA	1
Dmel_CG8669	crc	-0.0614524245697121	1	0.0000000000446363962859404	1	NA	1	0.240970886619053	1	0.0000000000148463258525732	1	NA	1
Dmel_CG8663	nrv3	0.0565713208108088	1	6.68701274402983e-226	1	NA	1	-0.589624212894188	0.029587659644561	7.6441610652929e-214	0.000871139056196663	-0.209109531163697	1
Dmel_CG3305	Lamp1	0.0139535634696257	1	0.0000000000000000000000000000000000000000000000000000000000000000000196338575033491	1	NA	1	-0.608383698807657	0.0135389942408227	0.00000000000000000000000000000000000000000000000000000000000683822187332108	1	NA	1
Dmel_CG2207	Df31	-0.042683472804971	1	6.762779455086e-289	1	NA	1	-0.651576121145377	0.00182370774682788	3.07972479778463e-253	0.0692551607734683	NA	1
Dmel_CG2238	eEF2	0.00851445558145431	1	3.33751895727586e-143	1	NA	1	-0.461983958884999	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000347882741574325	1	NA	1
Dmel_CG3262	CG3262	-0.0363836557842133	1	0.00000000250588078876164	1	NA	1	-0.305926036304436	1	0.0000304473054744315	1	NA	1
Dmel_CG12775	RpL21	-0.0675402844146168	1	1.1903496645542e-308	1	NA	1	-0.471056632786424	1	7.22033110603033e-251	0.554638422643623	NA	1
Dmel_CG17489	RpL5	-0.102551009782198	1	6.34770994962809e-258	1	NA	1	-0.27036215201635	1	1.66351817418766e-194	0.032168507193326	-0.258916668810851	1
Dmel_CG17493	CG17493	-0.0265723900936641	1	0.0142393033494749	1	NA	1	-0.35894340448499	1	0.0388142946016843	1	NA	1
Dmel_CG40042	Tim23	-0.098317419928175	1	0.0000000000000000488163766246279	1	NA	1	0.0175999513486317	1	0.000000000000776197225034738	1	NA	1
Dmel_CG12559	rl	0.0146101614916293	1	0.000592529062303431	1	NA	1	-0.162790302748879	1	0.000824053478406856	1	NA	1
Dmel_CG40191	CG40191	-0.00520493795654023	1	0.00302563800820922	1	NA	1	-0.312149359439582	1	0.696488651998908	1	NA	1
Dmel_CG40218	Yeti	0.0161050133465264	1	0.00000000000000000000000000147530600010753	1	NA	1	-0.334802059399199	1	0.0000000000000000000000684596749253996	1	NA	1
Dmel_CG40196	Maf1	0.0472335892238675	1	0.000000856586062528069	1	NA	1	0.0565369847022442	1	0.0000581357785085647	1	NA	1
Dmel_CG17691	CG17691	0.0508458021935044	1	0.0000000000000000000298076584688539	1	NA	1	-0.0768296454682775	1	0.0000000000000250885217220421	1	NA	1
Dmel_CG40263	MFS17	-0.0602583232011969	1	0.00000000000000186078169456218	1	NA	1	0.0294874991943279	1	0.000000152040362436025	1	NA	1
Dmel_CG41378	CG41378	-0.0150198796223411	1	0.000000000719132514558894	1	NA	1	-0.0109670549263627	1	0.0000755368728111368	1	NA	1
Dmel_CG42595	uex	-0.0305966116151603	1	0.0000000000226650412539111	1	NA	1	-0.291509903653061	1	0.000000106554522333685	1	NA	1
Dmel_CG40127	RNASEK	-0.0169727990373405	1	0	1	NA	1	-0.737726107916435	0.0000108197986135561	0	0.0000000224906824719047	-0.2445089142259	1
Dmel_CG40129	Gprk1	-0.0529881854209089	1	0.000000411929862290011	1	NA	1	-0.136063504232445	1	0.0214954011218689	1	NA	1
Dmel_CG18001	RpL38	0.00312569416288234	1	6.20090746402516e-192	1	NA	1	-0.546538580003788	0.149944572494544	3.75228673177238e-179	0.0000000437834694761975	-0.208591542213893	1
Dmel_CG17484	p120ctn	-0.00500134280832198	1	0.000689865042398825	1	NA	1	-0.264636038355973	1	0.0542063791447797	1	NA	1
Dmel_CG17883	CG17883	-0.00139457130935315	1	0.00000204415794307503	1	NA	1	0.170314806334738	1	0.00140717787343255	1	NA	1
Dmel_CG17704	Nipped-B	0.0342573031824675	1	0.0000000410052379212001	1	NA	1	0.171098105910821	1	0.00065149116852672	1	NA	1
Dmel_CG14464	CG14464	-0.0287437397429617	1	0.0000000000000423904713843822	1	NA	1	-0.20871872517228	1	0.000000000000108287924213813	1	NA	1
Dmel_CG2944	gus	-0.0389257154353303	1	0.00000000934088220412832	1	NA	1	-0.188276034668642	1	0.00000197389172533995	1	NA	1
Dmel_CG3136	Atf6	-0.0666253976923599	1	0.000000000797696592510416	1	NA	1	-0.0464669626875818	1	0.00000273937384590553	1	NA	1
Dmel_CG2682	d4	-0.0878166763539145	1	0.27604901694473	0.10226797213733	NA	1	0.0338498086913005	1	0.896580719170252	1	NA	1
Dmel_CG10465	CG10465	-0.054276268123735	1	0.000000000784708346190681	1	NA	1	0.0567197466455554	1	0.000000836962078956958	1	NA	1
Dmel_CG17510	Fis1	0.0129865382898782	1	0.000000000000000000000000000000000000000753882207342972	1	NA	1	-0.142892847258534	1	0.00000000000000000000000000000151988506697533	1	NA	1
Dmel_CG17508	CG17508	-0.0354367608929484	1	0.00000000000000000000000000000000000000000000114378077070375	1	NA	1	-0.18399338896099	1	0.0000000000000000000000000000000000103246830786411	1	NA	1
Dmel_CG11665	hrm	-0.0371462039521541	1	0.235373930498961	1	NA	1	-0.0133475351413441	1	0.808026895677396	1	NA	1
Dmel_CG17337	CG17337	-0.0501753119509363	1	3.81593151532313e-269	1	NA	1	0.0621232307203791	1	2.39532456976587e-212	1	NA	1
Dmel_CG34200	CG34200	-0.0485401282125316	1	0.0000457533315151534	1	NA	1	-0.305138313953181	1	0.00483502254144267	1	NA	1
Dmel_CG3161	Vha16-1	-0.0618190718740477	1	0	1	NA	1	-0.12449803809271	1	0	1	NA	1
Dmel_CG3269	Rab2	-0.0427942051404201	1	3.73784778079492e-131	1	NA	1	-0.579312209843577	0.0445550464240209	4.18272739986761e-122	1	NA	1
Dmel_CG3265	Eb1	-0.0225286671804846	1	0.00000000000000000000000000000000000200687003853748	1	NA	1	0.142722377598011	1	0.0000000000000000000000000458557044000625	1	NA	1
Dmel_CG3420	CG3420	-0.0456000717697587	1	0.0000000000000211164307294112	1	NA	1	-0.242609747822023	1	0.000000000386385563652183	1	NA	1
Dmel_CG9436	CG9436	-0.079962656733432	1	0.00000000000000000000000000000000000013072638381615	1	NA	1	0.0279973828351859	1	0.00000000000000000000000000517106255079211	1	NA	1
Dmel_CG3283	SdhB	-0.0769760240981522	1	0.00000000000000000000000000504998522802136	1	NA	1	-0.223771529172223	1	0.000000000000000000141452042790582	1	NA	1
Dmel_CG15237	CG15237	-0.0507962375156482	1	0.00000471675274251622	1	NA	1	-0.220489855219728	1	0.0000858518042738037	1	NA	1
Dmel_CG3450	ubl	-0.0578707813777223	1	0.0000000000149530106648184	1	NA	1	-0.347305843532614	1	0.0000000713277753856495	1	NA	1
Dmel_CG12847	Tsp42Ec	-0.158822062215337	0.0140660123860894	0	0.0307724635884145	0.0120795952116689	1	-0.0601501584583635	1	0	1	NA	1
Dmel_CG12846	Tsp42Ed	-0.103618369154017	1	0	1	NA	1	-0.233293574525694	1	8.05071659535630e-289	1	NA	1
Dmel_CG12840	Tsp42El	-0.0281701292422678	1	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000127843667128479	1	NA	1	-0.0356400410067941	1	0.000000000000000000000000000000000000000000000000000000000000000000239724358250591	1	NA	1
Dmel_CG12832	Tsp42Eq	-0.0307075625041171	1	1.20344639231843e-135	1	NA	1	-0.487048261219224	1	7.39559097388818e-122	1	NA	1
Dmel_CG1707	Glo1	-0.0629053366566456	1	1.42337985941433e-120	1	NA	1	-0.593804096170245	0.0249631217591637	6.52074274549297e-108	1	NA	1
